Question_ID,Question,option1,option2,option3,option4,correct_option,Subject,chapter,topic,Section,Difficulty,Points,Acceptance_rate,ExamFrequency,AvgTimeSpent(All Users),TimeSpent_Student,Source,TopicArrayLevel,Level_Student,Rating_Student,PredictedQuestionsID
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,3,###,8
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,4,###,9
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,5,###,10
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,6,###,11
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,7,###,12
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,8,###,13
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,9,###,14
5,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Easy,2600,*#####,###,####,####,Goutam,####,10,###,15
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,1,###,7
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,2,###,8
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,3,###,9
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,4,###,10
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,5,###,11
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,6,###,12
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,7,###,13
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,8,###,14
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,9,###,15
6,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3000,*#####,###,####,####,Goutam,####,10,###,16
7,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3400,*#####,###,####,####,Goutam,####,1,###,8
7,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,Maths,Indefinite Integration,Integrals of Algebric Functions,Calculus,Medium,3400,*#####,###,####,####,Goutam,####,2,###,9
