Question_ID,Question,option1,option2,option3,option4,correct_option,Difficulty,Points,Level_Student,PredictedQuestion
2.0,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$,$2 a x^{2}+3 b x^{3}+4 c x^{4}+k$,$6 a x^{2}+4 b x^{3}+3 c x^{4}+k$,$a+b+c x^{2}+k$,$\frac{1}{2} a x^{2}+\frac{1}{3} b x^{3}+\frac{1}{4} c x^{4}+k$,Option 4,0,1450.0,6,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$
2.0,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$,$2 a x^{2}+3 b x^{3}+4 c x^{4}+k$,$6 a x^{2}+4 b x^{3}+3 c x^{4}+k$,$a+b+c x^{2}+k$,$\frac{1}{2} a x^{2}+\frac{1}{3} b x^{3}+\frac{1}{4} c x^{4}+k$,Option 4,0,1450.0,7,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$
2.0,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$,$2 a x^{2}+3 b x^{3}+4 c x^{4}+k$,$6 a x^{2}+4 b x^{3}+3 c x^{4}+k$,$a+b+c x^{2}+k$,$\frac{1}{2} a x^{2}+\frac{1}{3} b x^{3}+\frac{1}{4} c x^{4}+k$,Option 4,0,1450.0,8,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$
2.0,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$,$2 a x^{2}+3 b x^{3}+4 c x^{4}+k$,$6 a x^{2}+4 b x^{3}+3 c x^{4}+k$,$a+b+c x^{2}+k$,$\frac{1}{2} a x^{2}+\frac{1}{3} b x^{3}+\frac{1}{4} c x^{4}+k$,Option 4,0,1450.0,9,$\int \frac{a x^{-2}+b x^{-1}+c}{x^{-3}} d x=$
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,1,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,2,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,3,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,4,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,5,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,6,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,7,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,8,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
3.0,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$",$\log x+\frac{x^{2}}{2}+2$,$\log x+\frac{x^{2}}{2}+1$,$\log x-\frac{x^{2}}{2}+2$,$\log x-\frac{x^{2}}{2}+1$,Option 1,0,1800.0,9,"If $f^{\prime}(x)=1 / x+x$ and $f(1)=5 / 2$, then $f(x)=$"
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,1,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,2,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,3,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,4,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,5,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,6,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,7,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,8,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
4.0,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:,$\ln x+\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x-\frac{2}{7} \ln \left(1-x^{7}\right)+c$, $\ln x-\frac{2}{7} \ln \left(1+x^{7}\right)+c$,$\ln x+\frac{2}{7} \ln \left(1-x^{7}\right)+c$,Option 3,0,2200.0,9,$\quad \int \frac{1-x^{7}}{x\left(1+x^{7}\right)} d x$ equals:
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,0,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,1,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,2,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,3,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,4,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,5,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,6,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,7,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,8,$\int \frac{x^{3}}{x+1} d x$ is equal to
5.0,$\int \frac{x^{3}}{x+1} d x$ is equal to,$x+\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ln |1-x|+C$,$x+\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1-x|+C$,$x-\frac{x^{2}}{2}-\frac{x^{2}}{3}-\ln |1+x|+C$,$x-\frac{x^{2}}{2}+\frac{x^{2}}{3}-\ell n|1+x|+C$,Option 1,0,2600.0,9,$\int \frac{x^{3}}{x+1} d x$ is equal to
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,0,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,1,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,2,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,3,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,4,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,5,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,6,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,7,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,8,$\int 13^{x} d x$ is
6.0,$\int 13^{x} d x$ is,$\frac{13^{x}}{\log 13}+c$,$13^{x+1}+c$,$14 x+c$,$14^{\mathrm{x}+1}+\mathrm{C}$,Option 1,2,3000.0,9,$\int 13^{x} d x$ is
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,1,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,2,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,3,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,4,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,5,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
7.0,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is",$\frac{1}{2}[(x)]^{2}$,$[(\mathrm{x})]^{3}$,$\frac{[f(x)]^{3}}{3}$,$[f(x)]^{2}$,Option 1,2,3400.0,6,"If $\int f(x) d x=f(x)$, then $\int(f(x))^{2} d x$ is"
